Date,InterfaceID,priority_weight,process_impact_weight,frequency,days_to_quarter_end,close_calendar_multiplier,CoIF
2026-06-18,IF_ORD_002,100,90,46,12,1.36,75.23
2026-06-18,IF_ORD_003,60,80,19,12,1.36,53.7
2026-06-18,IF_MFG_001,60,75,50,12,1.36,60.77
2026-06-18,IF_MFG_002,25,65,15,12,1.36,43.3
2026-06-18,IF_MFG_003,25,35,22,12,1.36,32.68
2026-06-18,IF_MFG_004,5,20,6,12,1.36,13.04
2026-06-18,IF_PRC_001,60,70,78,12,1.36,62.59
2026-06-18,IF_PRC_002,25,55,15,12,1.36,39.71
2026-06-18,IF_PRC_003,5,15,6,12,1.36,15.63
2026-06-18,IF_ASM_001,60,85,42,12,1.36,59.54
2026-06-18,IF_ASM_002,60,80,46,12,1.36,65.24
2026-06-18,IF_DLV_001,100,100,46,12,1.36,79.11
2026-06-19,IF_ORD_001,100,90,29,11,1.415,66.56
2026-06-19,IF_PAY_001,100,100,42,11,1.415,77.88
2026-06-19,IF_PAY_002,25,30,29,11,1.415,38.41
2026-06-19,IF_ORD_002,100,90,42,11,1.415,76.78
2026-06-19,IF_ORD_003,60,80,20,11,1.415,54.9
2026-06-19,IF_MFG_001,60,75,38,11,1.415,60.91
2026-06-19,IF_MFG_002,25,65,18,11,1.415,46.58
2026-06-19,IF_MFG_003,25,35,71,11,1.415,39.82
2026-06-19,IF_MFG_004,5,20,11,11,1.415,19.31
2026-06-19,IF_PRC_001,60,70,40,11,1.415,60.57
2026-06-19,IF_PRC_002,25,55,25,11,1.415,44.04
2026-06-19,IF_PRC_003,5,15,15,11,1.415,28.02
2026-06-19,IF_ASM_001,60,85,41,11,1.415,60.94
2026-06-19,IF_ASM_002,60,80,21,11,1.415,58.07
2026-06-19,IF_DLV_001,100,100,57,11,1.415,83.62
2026-06-20,IF_ORD_001,100,90,57,10,1.479,80.98
2026-06-20,IF_PAY_001,100,100,32,10,1.479,75.14
2026-06-20,IF_PAY_002,25,30,13,10,1.479,31.68
2026-06-20,IF_ORD_002,100,90,49,10,1.479,80.87
2026-06-20,IF_ORD_003,60,80,25,10,1.479,61.1
2026-06-20,IF_MFG_001,60,75,28,10,1.479,61.02
2026-06-20,IF_MFG_002,25,65,22,10,1.479,44.52
2026-06-20,IF_MFG_003,25,35,13,10,1.479,31.76
2026-06-20,IF_MFG_004,5,20,4,10,1.479,15.98
2026-06-20,IF_PRC_001,60,70,42,10,1.479,54.13
2026-06-20,IF_PRC_002,25,55,18,10,1.479,40.76
2026-06-20,IF_PRC_003,5,15,6,10,1.479,15.66
2026-06-20,IF_ASM_001,60,85,30,10,1.479,59.46
2026-06-20,IF_ASM_002,60,80,36,10,1.479,62.04
2026-06-20,IF_DLV_001,100,100,65,10,1.479,83.9
2026-06-21,IF_ORD_001,100,90,58,9,1.553,80.99
2026-06-21,IF_PAY_001,100,100,50,9,1.553,79.26
2026-06-21,IF_PAY_002,25,30,25,9,1.553,41.03
2026-06-21,IF_ORD_002,100,90,57,9,1.553,79.0
2026-06-21,IF_ORD_003,60,80,29,9,1.553,60.01
2026-06-21,IF_MFG_001,60,75,30,9,1.553,63.25
2026-06-21,IF_MFG_002,25,65,16,9,1.553,40.14
2026-06-21,IF_MFG_003,25,35,26,9,1.553,36.43
2026-06-21,IF_MFG_004,5,20,14,9,1.553,26.44
2026-06-21,IF_PRC_001,60,70,30,9,1.553,62.88
2026-06-21,IF_PRC_002,25,55,17,9,1.553,37.26
2026-06-21,IF_PRC_003,5,15,11,9,1.553,25.91
2026-06-21,IF_ASM_001,60,85,23,9,1.553,63.61
2026-06-21,IF_ASM_002,60,80,48,9,1.553,62.56
2026-06-21,IF_DLV_001,100,100,28,9,1.553,76.54
2026-06-22,IF_ORD_001,100,90,74,8,1.638,82.17
2026-06-22,IF_PAY_001,100,100,56,8,1.638,81.67
2026-06-22,IF_PAY_002,25,30,27,8,1.638,35.95
2026-06-22,IF_ORD_002,100,90,54,8,1.638,78.57
2026-06-22,IF_ORD_003,60,80,35,8,1.638,61.19
2026-06-22,IF_MFG_001,60,75,24,8,1.638,59.42
2026-06-22,IF_MFG_002,25,65,23,8,1.638,41.16
2026-06-22,IF_MFG_003,25,35,30,8,1.638,39.04
2026-06-22,IF_MFG_004,5,20,14,8,1.638,28.02
2026-06-22,IF_PRC_001,60,70,30,8,1.638,55.31
2026-06-22,IF_PRC_002,25,55,13,8,1.638,37.74
2026-06-22,IF_PRC_003,5,15,9,8,1.638,23.09
2026-06-22,IF_ASM_001,60,85,33,8,1.638,65.92
2026-06-22,IF_ASM_002,60,80,35,8,1.638,60.82
2026-06-22,IF_DLV_001,100,100,53,8,1.638,82.39
2026-06-23,IF_ORD_001,100,90,38,7,1.736,79.98
2026-06-23,IF_PAY_001,100,100,49,7,1.736,81.91
2026-06-23,IF_PAY_002,25,30,22,7,1.736,35.8
2026-06-23,IF_ORD_002,100,90,36,7,1.736,78.9
2026-06-23,IF_ORD_003,60,80,29,7,1.736,62.56
2026-06-23,IF_MFG_001,60,75,47,7,1.736,63.28
2026-06-23,IF_MFG_002,25,65,23,7,1.736,45.5
2026-06-23,IF_MFG_003,25,35,24,7,1.736,35.27
2026-06-23,IF_MFG_004,5,20,29,7,1.736,30.24
2026-06-23,IF_PRC_001,60,70,48,7,1.736,62.37
2026-06-23,IF_PRC_002,25,55,16,7,1.736,51.87
2026-06-23,IF_PRC_003,5,15,14,7,1.736,23.34
2026-06-23,IF_ASM_001,60,85,36,7,1.736,64.68
2026-06-23,IF_ASM_002,60,80,34,7,1.736,62.57
2026-06-23,IF_DLV_001,100,100,38,7,1.736,81.71
2026-06-24,IF_ORD_001,100,90,60,6,1.849,74.11
2026-06-24,IF_PAY_001,100,100,54,6,1.849,86.7
2026-06-24,IF_PAY_002,25,30,27,6,1.849,39.68
2026-06-24,IF_ORD_002,100,90,75,6,1.849,87.77
2026-06-24,IF_ORD_003,60,80,58,6,1.849,70.07
2026-06-24,IF_MFG_001,60,75,26,6,1.849,65.95
2026-06-24,IF_MFG_002,25,65,15,6,1.849,43.19
2026-06-24,IF_MFG_003,25,35,13,6,1.849,30.97
2026-06-24,IF_MFG_004,5,20,12,6,1.849,22.11
2026-06-24,IF_PRC_001,60,70,31,6,1.849,67.17
2026-06-24,IF_PRC_002,25,55,18,6,1.849,43.76
2026-06-24,IF_PRC_003,5,15,13,6,1.849,26.66
2026-06-24,IF_ASM_001,60,85,46,6,1.849,73.38
2026-06-24,IF_ASM_002,60,80,27,6,1.849,60.11
2026-06-24,IF_DLV_001,100,100,59,6,1.849,81.74
2026-06-25,IF_ORD_001,100,90,60,5,1.979,88.87
2026-06-25,IF_PAY_001,100,100,75,5,1.979,84.12
2026-06-25,IF_PAY_002,25,30,15,5,1.979,39.79
2026-06-25,IF_ORD_002,100,90,71,5,1.979,79.59
2026-06-25,IF_ORD_003,60,80,36,5,1.979,63.46
2026-06-25,IF_MFG_001,60,75,24,5,1.979,68.81
2026-06-25,IF_MFG_002,25,65,22,5,1.979,55.86
2026-06-25,IF_MFG_003,25,35,17,5,1.979,38.85
2026-06-25,IF_MFG_004,5,20,12,5,1.979,34.37
2026-06-25,IF_PRC_001,60,70,20,5,1.979,57.06
2026-06-25,IF_PRC_002,25,55,16,5,1.979,49.27
2026-06-25,IF_PRC_003,5,15,4,5,1.979,24.39
2026-06-25,IF_ASM_001,60,85,34,5,1.979,66.27
2026-06-25,IF_ASM_002,60,80,40,5,1.979,64.21
2026-06-25,IF_DLV_001,100,100,62,5,1.979,87.02
2026-06-26,IF_ORD_001,100,90,40,4,2.129,82.45
2026-06-26,IF_PAY_001,100,100,93,4,2.129,87.47
2026-06-26,IF_PAY_002,25,30,29,4,2.129,40.43
2026-06-26,IF_ORD_002,100,90,63,4,2.129,75.56
2026-06-26,IF_ORD_003,60,80,19,4,2.129,65.42
2026-06-26,IF_MFG_001,60,75,31,4,2.129,63.43
2026-06-26,IF_MFG_002,25,65,21,4,2.129,51.03
2026-06-26,IF_MFG_003,25,35,13,4,2.129,45.41
2026-06-26,IF_MFG_004,5,20,8,4,2.129,30.7
2026-06-26,IF_PRC_001,60,70,54,4,2.129,69.45
2026-06-26,IF_PRC_002,25,55,31,4,2.129,50.35
2026-06-26,IF_PRC_003,5,15,6,4,2.129,28.27
2026-06-26,IF_ASM_001,60,85,28,4,2.129,64.35
2026-06-26,IF_ASM_002,60,80,57,4,2.129,70.47
2026-06-26,IF_DLV_001,100,100,65,4,2.129,86.27
2026-06-27,IF_ORD_001,100,90,61,3,2.303,91.98
2026-06-27,IF_PAY_001,100,100,78,3,2.303,92.19
2026-06-27,IF_PAY_002,25,30,20,3,2.303,47.38
2026-06-27,IF_ORD_002,100,90,54,3,2.303,86.63
2026-06-27,IF_ORD_003,60,80,38,3,2.303,71.55
2026-06-27,IF_MFG_001,60,75,42,3,2.303,67.29
2026-06-27,IF_MFG_002,25,65,27,3,2.303,51.27
2026-06-27,IF_MFG_003,25,35,15,3,2.303,40.68
2026-06-27,IF_MFG_004,5,20,12,3,2.303,29.28
2026-06-27,IF_PRC_001,60,70,43,3,2.303,66.16
2026-06-27,IF_PRC_002,25,55,25,3,2.303,52.03
2026-06-27,IF_PRC_003,5,15,5,3,2.303,28.23
2026-06-27,IF_ASM_001,60,85,22,3,2.303,61.28
2026-06-27,IF_ASM_002,60,80,52,3,2.303,70.16
2026-06-27,IF_DLV_001,100,100,66,3,2.303,87.39
2026-06-28,IF_ORD_001,100,90,49,2,2.503,86.75
2026-06-28,IF_PAY_001,100,100,61,2,2.503,91.72
2026-06-28,IF_PAY_002,25,30,9,2,2.503,31.21
2026-06-28,IF_ORD_002,100,90,48,2,2.503,89.31
2026-06-28,IF_ORD_003,60,80,60,2,2.503,76.3
2026-06-28,IF_MFG_001,60,75,37,2,2.503,69.72
2026-06-28,IF_MFG_002,25,65,22,2,2.503,50.95
2026-06-28,IF_MFG_003,25,35,27,2,2.503,48.71
2026-06-28,IF_MFG_004,5,20,11,2,2.503,36.66
2026-06-28,IF_PRC_001,60,70,29,2,2.503,69.67
2026-06-28,IF_PRC_002,25,55,29,2,2.503,54.47
2026-06-28,IF_PRC_003,5,15,17,2,2.503,35.91
2026-06-28,IF_ASM_001,60,85,38,2,2.503,72.91
2026-06-28,IF_ASM_002,60,80,55,2,2.503,72.68
2026-06-28,IF_DLV_001,100,100,38,2,2.503,94.25
2026-06-29,IF_ORD_001,100,90,72,1,2.734,88.74
2026-06-29,IF_PAY_001,100,100,41,1,2.734,86.69
2026-06-29,IF_PAY_002,25,30,16,1,2.734,43.69
2026-06-29,IF_ORD_002,100,90,44,1,2.734,80.45
2026-06-29,IF_ORD_003,60,80,19,1,2.734,68.1
2026-06-29,IF_MFG_001,60,75,58,1,2.734,73.76
2026-06-29,IF_MFG_002,25,65,35,1,2.734,59.15
2026-06-29,IF_MFG_003,25,35,29,1,2.734,50.43
2026-06-29,IF_MFG_004,5,20,12,1,2.734,33.67
2026-06-29,IF_PRC_001,60,70,28,1,2.734,72.16
2026-06-29,IF_PRC_002,25,55,17,1,2.734,51.42
2026-06-29,IF_PRC_003,5,15,12,1,2.734,36.37
2026-06-29,IF_ASM_001,60,85,60,1,2.734,75.53
2026-06-29,IF_ASM_002,60,80,63,1,2.734,76.44
2026-06-29,IF_DLV_001,100,100,90,1,2.734,95.56
2026-06-30,IF_ORD_001,100,90,50,0,3.0,95.72
2026-06-30,IF_PAY_001,100,100,52,0,3.0,90.86
2026-06-30,IF_PAY_002,25,30,20,0,3.0,52.1
2026-06-30,IF_ORD_002,100,90,62,0,3.0,90.49
2026-06-30,IF_ORD_003,60,80,44,0,3.0,77.73
2026-06-30,IF_MFG_001,60,75,52,0,3.0,78.19
2026-06-30,IF_MFG_002,25,65,22,0,3.0,54.69
2026-06-30,IF_MFG_003,25,35,25,0,3.0,47.9
2026-06-30,IF_MFG_004,5,20,18,0,3.0,38.85
2026-06-30,IF_PRC_001,60,70,27,0,3.0,70.21
2026-06-30,IF_PRC_002,25,55,30,0,3.0,52.98
2026-06-30,IF_PRC_003,5,15,25,0,3.0,40.22
2026-06-30,IF_ASM_001,60,85,48,0,3.0,79.38
2026-06-30,IF_ASM_002,60,80,50,0,3.0,80.14
2026-06-30,IF_DLV_001,100,100,74,0,3.0,99.77
2026-07-01,IF_ORD_001,100,90,27,91,1.0,74.04
2026-07-01,IF_PAY_001,100,100,64,91,1.0,81.18
2026-07-01,IF_PAY_002,25,30,10,91,1.0,28.31
2026-07-01,IF_ORD_002,100,90,37,91,1.0,71.5
2026-07-01,IF_ORD_003,60,80,20,91,1.0,54.79
2026-07-01,IF_MFG_001,60,75,27,91,1.0,62.48
2026-07-01,IF_MFG_002,25,65,24,91,1.0,41.71
2026-07-01,IF_MFG_003,25,35,27,91,1.0,32.02
2026-07-01,IF_MFG_004,5,20,11,91,1.0,19.96
2026-07-01,IF_PRC_001,60,70,31,91,1.0,60.13
2026-07-01,IF_PRC_002,25,55,19,91,1.0,27.93
2026-07-01,IF_PRC_003,5,15,14,91,1.0,16.19
2026-07-01,IF_ASM_001,60,85,31,91,1.0,59.1
2026-07-01,IF_ASM_002,60,80,39,91,1.0,53.43
2026-07-01,IF_DLV_001,100,100,36,91,1.0,79.74
2026-07-02,IF_ORD_001,100,90,46,90,1.0,72.8
2026-07-02,IF_PAY_001,100,100,31,90,1.0,70.13
2026-07-02,IF_PAY_002,25,30,17,90,1.0,27.4
2026-07-02,IF_ORD_002,100,90,48,90,1.0,66.35
2026-07-02,IF_ORD_003,60,80,19,90,1.0,56.84
2026-07-02,IF_MFG_001,60,75,46,90,1.0,54.1
2026-07-02,IF_MFG_002,25,65,12,90,1.0,37.84
2026-07-02,IF_MFG_003,25,35,17,90,1.0,29.23
2026-07-02,IF_MFG_004,5,20,9,90,1.0,17.45
2026-07-02,IF_PRC_001,60,70,31,90,1.0,51.43
2026-07-02,IF_PRC_002,25,55,20,90,1.0,36.6
2026-07-02,IF_PRC_003,5,15,7,90,1.0,16.38
2026-07-02,IF_ASM_001,60,85,58,90,1.0,62.52
2026-07-02,IF_ASM_002,60,80,46,90,1.0,55.94
2026-07-02,IF_DLV_001,100,100,34,90,1.0,74.22
2026-07-03,IF_ORD_001,100,90,26,89,1.0,67.45
2026-07-03,IF_PAY_001,100,100,149,89,1.0,79.01
2026-07-03,IF_PAY_002,25,30,14,89,1.0,30.09
2026-07-03,IF_ORD_002,100,90,51,89,1.0,67.37
2026-07-03,IF_ORD_003,60,80,28,89,1.0,54.69
2026-07-03,IF_MFG_001,60,75,34,89,1.0,56.64
2026-07-03,IF_MFG_002,25,65,18,89,1.0,38.21
2026-07-03,IF_MFG_003,25,35,14,89,1.0,27.82
2026-07-03,IF_MFG_004,5,20,13,89,1.0,20.38
2026-07-03,IF_PRC_001,60,70,30,89,1.0,54.52
2026-07-03,IF_PRC_002,25,55,18,89,1.0,39.86
2026-07-03,IF_PRC_003,5,15,6,89,1.0,14.88
2026-07-03,IF_ASM_001,60,85,16,89,1.0,55.95
2026-07-03,IF_ASM_002,60,80,19,89,1.0,45.25
2026-07-03,IF_DLV_001,100,100,35,89,1.0,73.04
2026-07-04,IF_ORD_001,100,90,50,88,1.0,72.45
2026-07-04,IF_PAY_001,100,100,35,88,1.0,77.11
2026-07-04,IF_PAY_002,25,30,13,88,1.0,27.4
2026-07-04,IF_ORD_002,100,90,38,88,1.0,73.69
2026-07-04,IF_ORD_003,60,80,24,88,1.0,53.85
2026-07-04,IF_MFG_001,60,75,39,88,1.0,57.78
2026-07-04,IF_MFG_002,25,65,18,88,1.0,39.04
2026-07-04,IF_MFG_003,25,35,13,88,1.0,26.35
2026-07-04,IF_MFG_004,5,20,9,88,1.0,18.24
2026-07-04,IF_PRC_001,60,70,22,88,1.0,50.15
2026-07-04,IF_PRC_002,25,55,8,88,1.0,34.28
2026-07-04,IF_PRC_003,5,15,18,88,1.0,16.35
2026-07-04,IF_ASM_001,60,85,22,88,1.0,54.89
2026-07-04,IF_ASM_002,60,80,17,88,1.0,56.39
2026-07-04,IF_DLV_001,100,100,49,88,1.0,72.14
2026-07-05,IF_ORD_001,100,90,48,87,1.0,72.32
2026-07-05,IF_PAY_001,100,100,41,87,1.0,74.15
2026-07-05,IF_PAY_002,25,30,13,87,1.0,28.39
2026-07-05,IF_ORD_002,100,90,25,87,1.0,70.13
2026-07-05,IF_ORD_003,60,80,28,87,1.0,54.34
2026-07-05,IF_MFG_001,60,75,33,87,1.0,57.02
2026-07-05,IF_MFG_002,25,65,23,87,1.0,36.22
2026-07-05,IF_MFG_003,25,35,12,87,1.0,30.85
2026-07-05,IF_MFG_004,5,20,7,87,1.0,22.18
2026-07-05,IF_PRC_001,60,70,34,87,1.0,52.71
2026-07-05,IF_PRC_002,25,55,13,87,1.0,32.02
2026-07-05,IF_PRC_003,5,15,8,87,1.0,13.9
2026-07-05,IF_ASM_001,60,85,43,87,1.0,65.53
2026-07-05,IF_ASM_002,60,80,38,87,1.0,58.02
2026-07-05,IF_DLV_001,100,100,51,87,1.0,69.11
2026-07-06,IF_ORD_001,100,90,36,86,1.0,72.33
2026-07-06,IF_PAY_001,100,100,27,86,1.0,77.62
2026-07-06,IF_PAY_002,25,30,16,86,1.0,25.48
2026-07-06,IF_ORD_002,100,90,63,86,1.0,75.91
2026-07-06,IF_ORD_003,60,80,31,86,1.0,55.28
2026-07-06,IF_MFG_001,60,75,80,86,1.0,57.64
2026-07-06,IF_MFG_002,25,65,16,86,1.0,36.13
2026-07-06,IF_MFG_003,25,35,22,86,1.0,36.13
2026-07-06,IF_MFG_004,5,20,11,86,1.0,23.87
2026-07-06,IF_PRC_001,60,70,17,86,1.0,45.91
2026-07-06,IF_PRC_002,25,55,18,86,1.0,36.75
2026-07-06,IF_PRC_003,5,15,12,86,1.0,16.81
2026-07-06,IF_ASM_001,60,85,25,86,1.0,52.99
2026-07-06,IF_ASM_002,60,80,31,86,1.0,51.75
2026-07-06,IF_DLV_001,100,100,40,86,1.0,72.03
2026-07-07,IF_ORD_001,100,90,56,85,1.0,68.58
2026-07-07,IF_PAY_001,100,100,61,85,1.0,71.26
2026-07-07,IF_PAY_002,25,30,6,85,1.0,23.8
2026-07-07,IF_ORD_002,100,90,50,85,1.0,71.95
2026-07-07,IF_ORD_003,60,80,25,85,1.0,60.69
2026-07-07,IF_MFG_001,60,75,19,85,1.0,49.24
2026-07-07,IF_MFG_002,25,65,10,85,1.0,32.99
2026-07-07,IF_MFG_003,25,35,8,85,1.0,26.84
2026-07-07,IF_MFG_004,5,20,15,85,1.0,22.38
2026-07-07,IF_PRC_001,60,70,33,85,1.0,56.21
2026-07-07,IF_PRC_002,25,55,6,85,1.0,32.12
2026-07-07,IF_PRC_003,5,15,7,85,1.0,16.76
2026-07-07,IF_ASM_001,60,85,20,85,1.0,56.99
2026-07-07,IF_ASM_002,60,80,19,85,1.0,52.11
2026-07-07,IF_DLV_001,100,100,56,85,1.0,73.42
2026-07-08,IF_ORD_001,100,90,35,84,1.0,71.41
2026-07-08,IF_PAY_001,100,100,22,84,1.0,68.97
2026-07-08,IF_PAY_002,25,30,28,84,1.0,30.26
2026-07-08,IF_ORD_002,100,90,55,84,1.0,65.14
2026-07-08,IF_ORD_003,60,80,34,84,1.0,54.96
2026-07-08,IF_MFG_001,60,75,22,84,1.0,46.75
2026-07-08,IF_MFG_002,25,65,19,84,1.0,39.13
2026-07-08,IF_MFG_003,25,35,19,84,1.0,31.96
2026-07-08,IF_MFG_004,5,20,11,84,1.0,22.18
2026-07-08,IF_PRC_001,60,70,22,84,1.0,50.6
2026-07-08,IF_PRC_002,25,55,24,84,1.0,36.26
2026-07-08,IF_PRC_003,5,15,11,84,1.0,17.87
2026-07-08,IF_ASM_001,60,85,32,84,1.0,58.23
2026-07-08,IF_ASM_002,60,80,25,84,1.0,51.03
2026-07-08,IF_DLV_001,100,100,56,84,1.0,75.95
2026-07-09,IF_ORD_001,100,90,48,83,1.0,72.28
2026-07-09,IF_PAY_001,100,100,56,83,1.0,73.39
2026-07-09,IF_PAY_002,25,30,20,83,1.0,28.93
2026-07-09,IF_ORD_002,100,90,122,83,1.0,73.48
2026-07-09,IF_ORD_003,60,80,29,83,1.0,51.97
2026-07-09,IF_MFG_001,60,75,43,83,1.0,53.58
2026-07-09,IF_MFG_002,25,65,15,83,1.0,42.74
2026-07-09,IF_MFG_003,25,35,28,83,1.0,33.42
2026-07-09,IF_MFG_004,5,20,16,83,1.0,21.49
2026-07-09,IF_PRC_001,60,70,39,83,1.0,50.69
2026-07-09,IF_PRC_002,25,55,18,83,1.0,30.73
2026-07-09,IF_PRC_003,5,15,24,83,1.0,15.5
2026-07-09,IF_ASM_001,60,85,29,83,1.0,59.03
2026-07-09,IF_ASM_002,60,80,39,83,1.0,53.27
2026-07-09,IF_DLV_001,100,100,50,83,1.0,74.84
2026-07-10,IF_ORD_001,100,90,47,82,1.0,67.14
2026-07-10,IF_PAY_001,100,100,47,82,1.0,71.38
2026-07-10,IF_PAY_002,25,30,9,82,1.0,27.64
2026-07-10,IF_ORD_002,100,90,44,82,1.0,79.82
2026-07-10,IF_ORD_003,60,80,22,82,1.0,54.14
2026-07-10,IF_MFG_001,60,75,29,82,1.0,54.48
2026-07-10,IF_MFG_002,25,65,13,82,1.0,34.94
2026-07-10,IF_MFG_003,25,35,21,82,1.0,26.22
2026-07-10,IF_MFG_004,5,20,16,82,1.0,25.0
2026-07-10,IF_PRC_001,60,70,25,82,1.0,51.12
2026-07-10,IF_PRC_002,25,55,19,82,1.0,30.53
2026-07-10,IF_PRC_003,5,15,7,82,1.0,13.43
2026-07-10,IF_ASM_001,60,85,36,82,1.0,58.46
2026-07-10,IF_ASM_002,60,80,195,82,1.0,60.53
2026-07-10,IF_DLV_001,100,100,36,82,1.0,75.69
2026-07-11,IF_ORD_001,100,90,25,81,1.0,67.29
2026-07-11,IF_PAY_001,100,100,32,81,1.0,76.13
2026-07-11,IF_PAY_002,25,30,11,81,1.0,22.12
2026-07-11,IF_ORD_002,100,90,54,81,1.0,73.37
2026-07-11,IF_ORD_003,60,80,15,81,1.0,55.1
2026-07-11,IF_MFG_001,60,75,37,81,1.0,50.86
2026-07-11,IF_MFG_002,25,65,24,81,1.0,36.37
2026-07-11,IF_MFG_003,25,35,20,81,1.0,31.24
2026-07-11,IF_MFG_004,5,20,13,81,1.0,22.89
2026-07-11,IF_PRC_001,60,70,35,81,1.0,51.94
2026-07-11,IF_PRC_002,25,55,10,81,1.0,32.51
2026-07-11,IF_PRC_003,5,15,7,81,1.0,15.27
2026-07-11,IF_ASM_001,60,85,34,81,1.0,55.31
2026-07-11,IF_ASM_002,60,80,29,81,1.0,57.14
2026-07-11,IF_DLV_001,100,100,26,81,1.0,68.86
2026-07-12,IF_ORD_001,100,90,34,80,1.0,70.96
2026-07-12,IF_PAY_001,100,100,57,80,1.0,76.06
2026-07-12,IF_PAY_002,25,30,29,80,1.0,34.84
2026-07-12,IF_ORD_002,100,90,61,80,1.0,72.03
2026-07-12,IF_ORD_003,60,80,36,80,1.0,56.98
2026-07-12,IF_MFG_001,60,75,30,80,1.0,58.28
2026-07-12,IF_MFG_002,25,65,79,80,1.0,40.11
2026-07-12,IF_MFG_003,25,35,13,80,1.0,27.74
2026-07-12,IF_MFG_004,5,20,18,80,1.0,21.51
2026-07-12,IF_PRC_001,60,70,24,80,1.0,49.08
2026-07-12,IF_PRC_002,25,55,66,80,1.0,44.1
2026-07-12,IF_PRC_003,5,15,9,80,1.0,19.11
2026-07-12,IF_ASM_001,60,85,28,80,1.0,53.87
2026-07-12,IF_ASM_002,60,80,29,80,1.0,56.66
2026-07-12,IF_DLV_001,100,100,41,80,1.0,72.41
2026-07-13,IF_ORD_001,100,90,36,79,1.0,72.49
2026-07-13,IF_PAY_001,100,100,52,79,1.0,72.76
2026-07-13,IF_PAY_002,25,30,26,79,1.0,30.66
2026-07-13,IF_ORD_002,100,90,50,79,1.0,71.87
2026-07-13,IF_ORD_003,60,80,125,79,1.0,65.33
2026-07-13,IF_MFG_001,60,75,46,79,1.0,58.14
2026-07-13,IF_MFG_002,25,65,20,79,1.0,37.53
2026-07-13,IF_MFG_003,25,35,20,79,1.0,28.42
2026-07-13,IF_MFG_004,5,20,14,79,1.0,18.43
2026-07-13,IF_PRC_001,60,70,32,79,1.0,55.49
2026-07-13,IF_PRC_002,25,55,13,79,1.0,33.51
2026-07-13,IF_PRC_003,5,15,6,79,1.0,13.24
2026-07-13,IF_ASM_001,60,85,37,79,1.0,56.81
2026-07-13,IF_ASM_002,60,80,29,79,1.0,55.7
2026-07-13,IF_DLV_001,100,100,24,79,1.0,69.61
2026-07-14,IF_ORD_001,100,90,65,78,1.0,74.06
2026-07-14,IF_PAY_001,100,100,60,78,1.0,75.66
2026-07-14,IF_PAY_002,25,30,18,78,1.0,27.0
2026-07-14,IF_ORD_002,100,90,43,78,1.0,69.03
2026-07-14,IF_ORD_003,60,80,38,78,1.0,51.69
2026-07-14,IF_MFG_001,60,75,37,78,1.0,56.56
2026-07-14,IF_MFG_002,25,65,19,78,1.0,37.46
2026-07-14,IF_MFG_003,25,35,18,78,1.0,27.44
2026-07-14,IF_MFG_004,5,20,2,78,1.0,15.65
2026-07-14,IF_PRC_001,60,70,39,78,1.0,57.08
2026-07-14,IF_PRC_002,25,55,19,78,1.0,39.69
2026-07-14,IF_PRC_003,5,15,6,78,1.0,11.99
2026-07-14,IF_ASM_001,60,85,36,78,1.0,59.76
2026-07-14,IF_ASM_002,60,80,34,78,1.0,52.15
2026-07-14,IF_DLV_001,100,100,43,78,1.0,69.82
2026-07-15,IF_ORD_001,100,90,30,77,1.0,69.61
2026-07-15,IF_PAY_001,100,100,67,77,1.0,74.71
2026-07-15,IF_PAY_002,25,30,20,77,1.0,26.49
2026-07-15,IF_ORD_002,100,90,47,77,1.0,75.38
2026-07-15,IF_ORD_003,60,80,35,77,1.0,57.09
2026-07-15,IF_MFG_001,60,75,25,77,1.0,49.32
2026-07-15,IF_MFG_002,25,65,23,77,1.0,42.05
2026-07-15,IF_MFG_003,25,35,11,77,1.0,26.15
2026-07-15,IF_MFG_004,5,20,8,77,1.0,21.54
2026-07-15,IF_PRC_001,60,70,121,77,1.0,59.22
2026-07-15,IF_PRC_002,25,55,18,77,1.0,38.21
2026-07-15,IF_PRC_003,5,15,6,77,1.0,15.4
2026-07-15,IF_ASM_001,60,85,38,77,1.0,60.64
2026-07-15,IF_ASM_002,60,80,30,77,1.0,58.03
2026-07-15,IF_DLV_001,100,100,53,77,1.0,78.57
2026-07-16,IF_ORD_001,100,90,45,76,1.0,72.06
2026-07-16,IF_PAY_001,100,100,57,76,1.0,75.48
2026-07-16,IF_PAY_002,25,30,24,76,1.0,27.66
2026-07-16,IF_ORD_002,100,90,48,76,1.0,73.47
2026-07-16,IF_ORD_003,60,80,31,76,1.0,51.3
2026-07-16,IF_MFG_001,60,75,27,76,1.0,50.62
2026-07-16,IF_MFG_002,25,65,16,76,1.0,39.12
2026-07-16,IF_MFG_003,25,35,14,76,1.0,32.25
2026-07-16,IF_MFG_004,5,20,37,76,1.0,23.69
2026-07-16,IF_PRC_001,60,70,37,76,1.0,52.7
2026-07-16,IF_PRC_002,25,55,29,76,1.0,40.54
2026-07-16,IF_PRC_003,5,15,6,76,1.0,16.5
2026-07-16,IF_ASM_001,60,85,31,76,1.0,53.39
2026-07-16,IF_ASM_002,60,80,21,76,1.0,56.84
2026-07-16,IF_DLV_001,100,100,34,76,1.0,72.39
2026-07-17,IF_ORD_001,100,90,33,75,1.0,63.56
2026-07-17,IF_PAY_001,100,100,50,75,1.0,72.03
2026-07-17,IF_PAY_002,25,30,18,75,1.0,30.08
